ID,elvishName,elvishText,englishName,englishText,Comments,Neo
A Tári i númenyar eari pella!
A cala men i ranyar sinomë
Imbë Arda lanyainë aldaron

A Tintallë! A Elentári!
Poicë hendulya ar calina súlelya
A Lossë! A Lossë! Lírilmë lenna
Haira nóresse ear pella.
 

A eleni, i Loasse Alanarea
Mánen silala senen rende nér
Nomessen vanwavoisi si caline ar poice
Cenilme lossella telpe vilala

A Elentári! Tintalle
Enyalilme er, i marir
Haira nóresse sina undu i aldar
Silmelya Númenye Earinnar.

 ","Snow-white, Snow-white!  - Elven Hymn to Elentári Tintallë
","O Snow-white! O Snow-white! O lady clean!
O Queen the western seas beyond
O light us-to that wander in-this-place
Between Worlds woven trees-of

Gilthoniel! A Elbereth!
Clean eyer-your and light breath-your
O Snow-white! O Snow-white! Sing-we you-to
Far land-in sea beyond

 

O stars that Year-in Un-sunny
Hand-with shining she-by sown were
Lands-in windy now light and clean
See-we blossom- your silver floating

O Elbereth! Gilthoniel!
Recall-we still, who abide
Far land-in this beneath the trees
Starlight-your Western Seas upon.'","by Elanor

",1
elvish_42,I Anda Malle,"I Anda Malle


Laucë auta Ambarello. Á pusta, telcu! Siarë lá yonta.
I asto hwinya or carinya, tuonyar rihtear pittavë,
tárë yúyo hautar. Anar ruxa, ar wile yernavë oronti pella.
Nwalca silmenen eleni ilwessë rilyar helcavë.
Ausa nimba véranyo yéni yá (randar quíta?)
tintila wilyassë imbë aldar. Pahtan hendunya.
Cenië oira i metto lelyalëo fárëa ná. Lingas
tellessë indonya auressë inyë. Á hauta,
indonya, á hauta! Láqua erin hequa selma.
Quetintë, Eldar i eleni laitar. Inyë rúcë
yétalentallo mettavalta, an selmanya talta
nu i ringa alavaxië enta. Quettar centanya
quetiën ni hehtaner írë i minëa néca nalta
aisto lantanë carinyanna. I centa aica
nyarië Valain sa cuilë ná túrina, ilyë
Eldar nar wanwa, Naucor firini caitar
nún nu ondor rómië límë lungë,
an Moringottor unótimë ortiër. Quíta
vanima ná sa lambanya ná nútina
an írë quetin i quettar i sundor Ambarwa
tancavë ruxar nyenyala, ar Cúma ilúvë tópa.

Ai! Ananta
I cirya larta enta hópassë vahaiya, ya
ullume hiruvan. Var sië nin séya.",The long road,"The Long Road

 

Warmth has passed from the world. Stop, my legs! No more today.
The dust swirls above my head, my sinews shake a bit,
both rest then. The Sun crumbles, and floats tired beyond the mountains.
Stars icily glitter in the sky with their cruel light.
A sad vision of my self long years ago (or was it ages?)
trembles in the air among the trees. I shut my eyes.
It is enough to see the end of the journey all the time. It dangles
in the rear of my mind every day. Rest,
my mind, rest! Nothing remains but resolve.
They say, the Elves praise the stars. I myself dread
their endless glare, for my will collapses
under that cold perfection. The words, my message
to utter have abandoned me when the first faint glitter
of fear fell on my head. The dire message,
to tell the Valar that life is defeated, all
the Elves are gone, the Dwarves lie dead
deep under rocks too heavy to heave,
and countless Morgoths have arisen. Perhaps
it is proper that my tongue is knotted
for when I say the words, the roots of the world
will surely crumble crying, and the Void covers all.

But alas! still
the ship waits there in that harbour far away, that
I will never find. Or so it seems.

 ",by Thomas Ferencz,1
elvish_43,I lindë Onyato,"I lindë Onyato:

 

Onya:

Írë tuilë panta neldorya lassë,

Ar sára ná olbassë;

Íre cala ná taurëa celumenna,

Ar súrë hencúnenna;

Íre vanta anda ar súya núra,

Ar laica orontya vista;

Attulat ninna!

Attulat ninna ar á queta nórenya ná vanya!

 

Onyavessë:

 Íre tuilë tula lotarwanna ar pelerenna,

Ar erdë cemenesse;

Íre olotsenen ve sisílala lossë,

Altarwa topina;

Íre tuilëa rossë ar Anar,

Quatar vista nísienen;

Nortuvanyë sinomë ar lá tuluvan

An nórenya ná vanya!

 

Onya:

Íre lairë caitanë Ambarenna,

Ar aurendessë laureo;

Undu tópa lassion fúmala,

Olori aldaron locta;

Íre tavaso mardi nar,

Laiquë ar ringë ar súrë Númello,

Attulat ninna!

Attulat ninna ar á queta nórenya ná ammára!

 

Onyavessë:

Íre lairë lauta lingala yávë,

Ar usta varnë piucca;

Íre sara ná laurëa ar tinderdë ná ninquë,

Ar yávië tula opelenna;

Íre lis lutta, ar marin tiuya,

As súrë Númello;

Nortuvanyë sinomë undu Anar,

An nórenya ná ammára!

 

Onya:

Íre hrívë tuluva,

Hrívë verca, i ambo ar taure nehtuvar;

Íre aldar lantuvar,

Ar alelenëa lómë matuva alanarëa aurë;

Íre súrë nurua Rómello,

San undu sára rossë;

Yétuvan elyë, ar yámuvan elyë,

Attuluvan elyenna!

 

Onyavessë:

Íre hrívë tuluva,

Ar lindalë tyeluva;

Íre mornië lantuva mettassë,

Íre rácina alayávala olba,

Ar cala ar móta autuva;

Yétuvan elyë,

Ar lartuvan elyenna,

Tenna omentuvalwë ata:

 

Yúyo:

ómet vantuva tienen undu sára rossë!

Ómet vantuva tienen i tulya Númenna,

Ar vaháya hiruvalwë nórë yassë yúyo órilwa nai serë.

 ",The Song of the Ent-pair',"the Song of Ents'

Ent: When Spring opens beechen leaf,
And juice is branch-in;
When light is wood stream-on,
And wind [is] brow-on;
When walk [is] long and breath deep,
And keen mountain air;
Come back to me!
Come back to me and say my land is fair!

Wife Ent-of: When Spring comes garden-to and field-to,
And seed [is] earth-in;
When blossom like shining snow,
Orchard cover;
When spring rain and Sun,
Fill air fragrance-with;
Stay-I here and not come-will-I
Because land-my is fair!

Ent: When Summer lies world-upon,
And noon-in gold-of;
Beneath roof leaves-of sleeping,
Dreams trees-of blossom;
When woodland halls are,
Green and cool and wind [is] West-in,
Come back to me!
Come back to me and say land-my is best!

Wife Ent-of: When Summer warms hanging fruit,
And burn brown berry;
When straw is gold and ear is white,
And harvest comes village-to;
When honey flow, and apple swells,
With wind West-in;
Stay-I here beneath Sun,
Because land-my is best!

Ent: When Winter come-will,
Winter wild, that hill and wood slay-will;
When trees fall-will,
And starless night eat-will sunless day;
When wind [is] deadly Wind-in,
Then beneath bitter rain;
Look-will-I [at] you, and call-will-I you,
Again-come-I you-to!

Wife Ent-of: When Winter come-will,
And singing end-will;
When darkness fall-will end-in,
When broken barren branch,
And light and labour past-will;
Look-will-I [at] you,
And wait-will-I you-for,
Until meet-will-we again:

Both: together-us-two walk-will road-with beneath bitter rain!
Together-us-two walk-will road-with that leads West-into,
And far-away find-will-we land where both hearts-our may rest.",translated by Michal Kossowski (Beren Mablost) ,1
elvish_44,I Omentie Vinyamasse ,"I tella ciryamo tella ciryallo,
ya tuvë mernë i tië Númenna,
ciryallo metta Noldoiva, vanwë
mi lómëanóre rómess' úvanya.

I telda ciryamo, cild' ambartanen,
et Ossëo helcë falmallon lehtaina,
cuilenna nenillon mi sinda falassë
Nenion Herunen né enantaina.

Istyalye men sina, ar oronteryar,
sintelyes ilyë, almárië rissen.
Nan Vinyamar yerna ondonen carna
ná lusta ar vanwë i sinomë marner.

Ardanna muin' avánientë,
i lómëo halien nuldar Formello 
varnassë harien mi lúmë úvarna,
tenn' umbar metya i estel intyaina.

Nan lá ilya estel ná vanwa tenn'oio
ar ume ú tyeldeo Valion ormë.
Or ulca Quendion ná voronwenta
i sí ëarello ngwalca tultaina.

Amba a cena, orta órelya,
entula minn' Endóreo lumbë,
I túla elyenna, mi sinda collo,
ná úner i yondoron Eldaliéva.

Ter fírima Atan i estel antaina,
ter fírima túlas, i hrívesse ringa,
i tuile nan tuluva minna Endóre
ar i Elen Estelo nauva tintaina.",The Meeting at Vinyamar,"The last mariner from the last ship
that wished to find the way to [the] West,
From the last ship of the Noldor, lost
in the shadowy, unlovely country on the East.

The last mariner, chosen by the fate
released from the cool waves of Osse,
to the life out of the waters on the gray shore
by the Lord of the Waters was given back

You know this place, and its mountains,
you knew everything in the prosperous days.
But Vinyamar old of stone made
is empty and gone those who dwelled here.

To the secret realm they are gone,
in order to hide, hidden off the shadow from the North
to have safety in unsafe time,
untill the doom puts the end to the supposed hope.


But not all [the] hope is lost forever,
and the anger of the Mighty is not without end.
Above the malice of Quendi is their faithfullness
that is now brought out of the cruel sea.


Look up, raise your heart,
come again into the shadow of the Middle Earth,
who is coming against you in the gray cloak,
is nobody of the Elven-folk sons.

Through the mortal Man the hope [is] given
through the mortal it is coming, in the cold winter,
but the spring shall come to the Middle Earth,
and the Star of [the] Hope shall be kindled.
",by Lukas Novak,1
elvish_45,Nieninquë,"Norolinda pirukendëa
lende tanna Nielikkilis,
sana wende nieninquëa
yan i wilyar antar miquelis
I·oromandi tanna lende
ar wingildi wilwarindie
losselie telerinwa:
táli lantalasselingie.",Snowdrop,"Running lightly, on the points of her toes
thither came little Niéle,
that maiden like a snowdrop
to whom the air gives kisses.
The mountain-dweller came thither
and the foam-fays like butterflies
the white people of the shores of Elfland,
with feet like the music of falling leaves.",,0
elvish_46,Oath of Elendil,Et Eärello Endorenna utúlien. Sinomë maruvan ar Hildinyar tenn' Ambar-metta.,Oath of Elendil,"Out of the Great Sea to Middle-earth I am come. In this place will I abide, and my heirs, unto the ending of the world.",,0
elvish_47,Oilima Markirya,"Men cenuva fánë cirya
métima hrestallo círa,
i fairi nécë
ringa súmaryassë
ve maiwi yaimië?

Man tiruva fána cirya,
wilwarin wilwa,
ëar-celumessen
rámainen elvië
ëar falastala,
winga hlápula
rámar sisílala,
cálë fifírula?

Man hlaruva rávëa súrë
ve tauri lillassië,
ninqui carcar yarra
isilmë ilcalassë,
isilmë pícalassë
isilmë lantalassë
ve loicolícuma;
raumo nurrua,
undumë rúma?

Man cenuva lumbor ahosta
Menel acúna
ruxal' ambonnar,
ëar amortala,
undumë hácala,
enwina lúmë
elenillor pella
talta-taltala
atalantië mindonnar?

Man tiruva rácina cirya
ondolissë mornë
nu fanyarë rúcina,
anar púrëa tihta
axor ilcalannar
métim' auressë?
Man cenuva métim' andúnë? ",The Last Ark,"Who shall see a white ship
leave the last shore,
the pale phantoms
in her cold bosom
like gulls wailing?

Who shall heed a white ship
vague as a butterfly
in the flowing sea
on wings like stars
the sea surging
the foam blowing
the wings shining
the light fading?

Who shall hear the wind roaring
like leaves of forests
the white rocks snarling
in the moon gleaming
in the moon waning
in the moon falling
a corpse-candle
the storm mumbling
the abyss moving?

Who shall see the clouds gather
the heavens bending
upon crumbling hills
the seas heaving
the abyss yawning
the old darkness
beyond the stars falling
upon fallen towers?

Who shall heed a broken ship
on the dark rocks
under ruined skies
a bleared sun blinking
on bones gleaming
in the last morning
Who shall see the last evening?",,0
elvish_48,Sí Qente Fëanor,"néri ur natsi nostalen máre ar váro naltur an ómi karmar
– ulqe núsimar' –
sí qente Feanor n·istaléra
varúse qentier nóvo san i
malto ísier i nosta – 'Qarda
qentien no máre nar i hondor
nérinwe ar ómu nalto úsiére
i limbelu tuktalla nai mára
nalto fustúme ma Melkon i
var limpilto var túkielto
– en i úmavaisor
listanelto in otso qarda.' ",Sí Qente Fëanor,"men are not beings good by nature
but rather they are to all deeds
- evil inclined'
now said Feanor the wise
in other manner than was said before by those
from whom this birth was known - 'Less
than good, I said, are the hearts
of these men and although their having escaped
the long search may be good
they can be smelled out by Melko whom
they are bound to or have looked for
- there on the throne of hate
they blessed the great evil.' ",,0
elvish_49,Loä yukainen avar Anduinë sí valútier,"Loä yukainen avar Anduinë sí valútier :
i aluvar koivienyo eärello nantule.
Ai ! loär yassen palantírienye
andavanwë yásier — yá tenn' aldar
lente landanо́ressë о́laner : ai tо́ sí
ilyama menta hwirya hondoringe fúmenen
istarion.","
Twenty years have flowed away down the long river","Twenty years have flowed away down the long river
And never in my life will return for me from the sea
Ah years in which looking far away I saw ages long past
When still trees bloomed free in a wide country
And thus now all begins to wither
With the breath of cold-hearted wizards
To know things they break them
And their stern lordship they establish
Through fear of death",,0
elvish_50,Lírë Lassion,"Lindanen lassion, laurië lassion, ar laurië lassi en tuyaner.
Súreo lindanen, ar súrë tullë ar ter olwar súyanes,
Anar pella, Isil pella; i fallë engë eäressë.
Ar hrestassë Ilmarino, laureä alda lohtanë.
Eldamaressë, nu oiolómeo eleni silles,
Eldamaressë, ara i rambar Tiriono eldaiva.
En tuianer i laurië lassi i andë yeninen,
Vë sinomë lanteär i níri eldaiva.
A Lorien, tullë Hrívë, i aurë helda ar ú lassi;
Lanteär I lassi mir celu, I sírë ausirë.
A Lorien, andavë amárien hrestassë sina,
Ar mi fírala rië ilienyë i laureä Elanar.
Mal ai sin linduvan ciryaron, man cirya tuluva nin?
Man cirya atacoluva nin arta allanda Eär?",(Galadriel's Song of Eldamar),"I sang of leaves, of leaves of gold, and leaves of gold there grew:
Of wind I sang, a wind there came and in the branches blew.
Beyond the Sun, beyond the Moon, the foam was on the Sea,
And by the strand of Ilmarin there grew a golden Tree.
Beneath the stars of Ever-eve in Eldamar it shone,
In Eldamar beside the walls of Elven Tirion.
There long the golden leaves have grown upon the branching years,
While here beyond the Sundering Seas now fall the Elven-tears.
O Lórien! The Winter comes, the bare and leafless Day;
The leaves are falling in the stream, the river flows away.
O Lórien! Too long I have dwelt upon this Hither Shore
And in a fading crown have twined the golden elanor.
But if of ships I now should sing, what ship would come to me,
What ship would bear me ever back across so wide a Sea?","tranlated into Quenya by Erwin ""Eärendil"" Swoboda",1
elvish_51,Meleth Faramir,"Lá melan i macil calina an laicasserya,
lá i pilin an lintasserya,
lá i ohtar an erya alcar.
Melan eressë sa i entë tirir: i Minassë Núatanion",Faramir's Love',"I do not love the bright sword for its sharpness,
nor the arrow for its swiftness,
nor the warrior for his glory.
I love only that which they defend: the city of the Men of Númenor.'",by Ryszard Derdzinski,1
elvish_52,Métimë quettar Olórino,Á lelya séressë! Lá equen: áva nainuvalyë; an lá ilyë níreli nar úmiéo.,Gandalf's last words,Go in peace! I will not say: do not weep; for not all tears are an evil.',Gandalf's last words' in Quenya by Julian 'Flammifer' Jarosch,1
elvish_53,"Minna Númen 
","Minna Númen

Caitat caselya lissea
Lóme lanta; metyalenna túliel
Lorat, ar n' óluva lyen you túler yá
Sí yálante et hrestallo hair' arta
Manan nainal? Man antolyasse nier sin?
Cenuval rat' autuvar ilye caurelyar
Ranconyassen er loril varna

Man cenil han menelo hresta?
Manan i maiw' yalir?
Arta Ear Sil néca orta
Ciryar símen marenna colien
Ilqu' ahyuva hyellenna sil
Cal nenes, ily' fear autuvar

Estel lómenna sintuva
Ter mordor lantal' et lúmell', enyalie
Áva quete: nalve metyales
Loss' hrestar yalir
Met omentuva ata
Ar nauval ranconyassen er lorna

Man cenil han menelo hresta?
Manan i maiw' yalir?
Arta Ear Sil néca orta
Ciryar símen marenna colien
Ilqu' ahyuva hyellenna sil
Cal nenes, hisw' ciryar autuvar
Minna Númen",Into the West,"Lay down your sweet and weary head
Night is falling; you have come to journey's end
Sleep now and dream of the ones who came before
They are calling from across a distant shore
Why do you weep? What are these tears upon your face?
Soon you will see all of your fears will pass away
Safe in my arms, you're only sleeping

 

What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, all souls pass

 

Hope fades into the world of night
Through shadows falling out of memory and time
Don't say we have come now to the end
White shores are calling, you and I will meet again
And you'll be here in my arms, just sleeping

 

What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, grey ships pass
Into the West.",song by Annie Lennox translated into Quenya by Petri Tikka,1
elvish_54,Ninqueldan,"Ninqueldan

Eresse Tol-Eresseasse,
Lillassea lótesse pella,
Ar esce lisceo, ar lasse
I hessa hlapula menello.

Arinya losse or lord 'aire
Fifíruva wilyasse hiswa,
Ar tiruvalye olor aire
Enyalien i vanwa iswa.

Ar erumesse hiruvalye
I metya harma sa haryalye:
I hesin yenion, alasse -
Eresse Tol-Eresseasse.
 ",To Ninquelda,"To Ninquelda

Loneliness at the Lone Island,
Beyond the many-leafed spring,
And rustle of reed, and leaf
Dry, flying from the sky.

In the morning - snow over the sleeping sea
Will melt in misty air,
And you will see a holy dream
For recalling lost knowledge.

And in desert will you find
The last treasure you possess:
Winter of years, happiness -
Loneliness at the Lone Island.",by Arandil Elenion,1
elvish_55,Tirno Silmarillion,"Tirno Silmarillion
 

I lúme utúlie,
A tirno Silmarillion,
Tienna narwa
No rocco néca,
Yan i esse ná Qualme, -
Wilie haiyave
Númenna Wisto,
Ardallo melima.

Vainolelya unqua
Ar macilya rusta
Loráva nenessen
I caituvar ńalle.
Ve laurea anna,
Hroalya racina
Antalye nóren
Sa varyane li.

Ná carna nilmonen
Tyarda avatyarima,
An nar cotumor qualini,
Naina, Valariande,
An i calwo ná firin,
Ar elenu vinye
Úsiluvar eldain.
Nán i Raice na cuine.",Guard of the Silmarils,"Guard of the Silmarils

Hour has come,
O guard of Silmarils,
Onto road fiery-red
On a pale horse,
Whose name is Death -
To fly far,
To the West of the Sky,
From dear Arda.

Your empty sheath
And broken sword
Will sleep in the waters,
That will cover the dale.
Like a golden gift,
Your broken body
Are you giving to lands
That you were protecting.

Is made by friend
Unmakable deed,
For foes are dead,
But Marring is alive.
Weep, Beleriand,
For the hero is dead,
And two new stars
Will not shine for Eldar.",by Arandil Elenion,1
elvish_56,Númen,"Númen

Sindë litsi lutir sinomë.
Ekkaia ripë heldë sariryannar.
Númenessë Ambar talta undumenna
ar i eleni nainir qualmeryanen.

Lómë túrë sinómë;
Anquildëa alcareryassë.
An sí ná i nórë yanna fëar tulir
usien i nwalmë lúmeo.
 

Rómenna ortar i oronti;
Tára Ambarello
Ar lëontar topir i ëar lumbenen.
i métimë falmar
ripir anquildessë
Andúnë pella.
 
Sinómë eanye, nyéra:
Tiruvanyë Andúnë.
Ya ná Andúnë pella,
Cúmanna,
ar loruvanyë
Cúmo.",The West,"The West

Grey sands flow about this place.
The Sea sweeps upon it's barren rocks.
In the West the World drops off into the abyss
and the stars cry for her death.
 
Darkness rules here;
Silent in his glory.
For here is the place where spirits come
 to escape the torment of Time.

To the East rise the mountains;
Taller than the World
And their shadows cover the ocean in gloom.
The last waves
crash silently
beyond the Sunset.

Here I am, mourning:
I shall watch the West
that is beyond the West,
into the Void,
and dream
of oblivion.
",by David Chapman,1
elvish_57,Númenna,"A Caita carelya ammelda ar moiana.
Lanta i lómë, utúlielyë tiëo mettanna.
A lorë si, ar óla len i epë tuller.
Entë yaitar hrestallo pella.
Manen neyilyë? Mallo niër antalyassë?
Rato cenuvalyë sa ilyë caurelyar autuvar,
varna mi inya ranqui.

Man cenilyë eccaianna?
Manen i maiwi ninqui yaitar?
Arta i Eär  Isil néca amorta -
Ciryar utúlier an yulu le márelya.
Rómen ahyuva ve hyellë telpina,
i cála nenissë. Ilyë fëar autar.

I Estel vinta ambarenna lómëo,
ter fuini lantala, pella enyalië ar lúmë.
Áva quetë: ""Si utúlielwë mettanna"".
Hresta ninquë yáma - elyë ar inyë ata ómentuvalwë.
Ar elyë nauva sinomë mi inya ranqui.

Man cenilyë eccaianna?
Ma i maiwi ninqui yaitar?
Arta i Eär Isil néca amorta -
Ciryar utúlier an yulu le márelya.
Ar ilyë ahyuva ve hyellë telpina,
i cála nenissë. Ciryar mistë autar

Númenna.

 ",Into the West ,"Lay down your sweet and weary head
Night is falling; you have come to journey's end
Sleep now and dream of the ones who came before
They are calling from across a distant shore
Why do you weep? What are these tears upon your face?
Soon you will see all of your fears will pass away
Safe in my arms, you're only sleeping

What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, all souls pass

Hope fades into the world of night
Through shadows falling out of memory and time
Don't say we have come now to the end
White shores are calling, you and I will meet again
And you'll be here in my arms, just sleeping

What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, grey ships pass
Into the West.'",song by Annie Lennox translated into Quenya by Ryszard Derdzinski,1
elvish_58,Númenna 2,"á unducaita i lissë caselya alatuova
lómë lantëa, utúlielyë tieo mettanna.
á fumë sín ar na óla len quenion i epetuller
yálantë haira falassello arta
manen nyényelya? man i níri antalyassë?
rato cenuvalyë ilyë caurelyar autuvar
varna rancunyaissen fúmalyë
man polilyë cenë ambaro rénassë?
manen yalir i ninqui maiwi?
aire pella Isil marya ortëa
i ciryar utúlier colien lyë márenna
ar ilya ahyuva telemna hyellenna
cala nenessë yassë ilyë fëar lelyuvar arta
estel fifírui tenn' ambar móreva
terë lumbuli et enyalie ar lúmello
áva quetë sa utúlielmë sí tenn' i metta
falassi ninqui yálar, ómentielma ennauva
ar nauvalyë sinomë rancunyaissen fúmala
man polilyë cenë ambaro rénassë?
manen yalir i ninqui maiwi?
aire pella Isil marya ortëa
i ciryar utúlier colien lyë márenna
ar ilya ahyuva telemna hyellenna
cala nenessë yassë sindë ciryar autar
númenna

 ",Into the West,"Lay down your sweet and weary head
Night is falling; you have come to journey's end
Sleep now and dream of the ones who came before
They are calling from across a distant shore
Why do you weep? What are these tears upon your face?
Soon you will see all of your fears will pass away
Safe in my arms, you're only sleeping

What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, all souls pass

Hope fades into the world of night
Through shadows falling out of memory and time
Don't say we have come now to the end
White shores are calling, you and I will meet again
And you'll be here in my arms, just sleeping
 
What can you see on the horizon?
Why do the white gulls call?
Across the Sea a pale moon rises
The ships have come to carry you home
And all will turn to silver glass
A light on the water, grey ships pass
Into the West.",song by Annie Lennox translated into Quenya by Thorsten Renk,1
elvish_59,Vanda Feanáró Nossëo,"Vanda Feanáró Nossëo

Nai kotumo ar nilmo, kalima Vala
thauza ar poika, Moringothonna,
Elda ar Maiya ar Apanóna,
Endóressë Atan sin únóna,
ilar thanyë, ilar melmë, ilar malkazon sammë,
osta ilar harwë, lau Ambar tana,
só-thauruvá Fëanárollo, ar Fëanáró nossello,
iman askalyá ar charyá, ar mi kambë mapá,
herá hirala ar haiya hatá
Silmarillë. Sí vandalmë ilyai:
unqualé son antávalme mennai Aurë-mettá,
qualmé ten' Ambar-mettá! Quettalman lasta,
Eru Ilúvatar! Oiyámórenna
mé-quetamartya íre queluvá tyardalma.
Ainorontessë tirtassë lasta
ar lma-vandá enyalaz, Varda Manwë!",The Oath of the Fëanorians,"May it be foe or friend, bright Vala
foul or clean, Morgoth-breed,
Elda or Maia or After-born,
in Middle-earth Man now unborn,
neither law, nor love, nor swords' league,
dread nor wound, no indeed not Doom that,
him will defend from Fëanor, and from Fëanor's kindred,
whoso hides or possesses, and in hand grasps
has finding and afar casts
a Silmaril. This we all swear:
death him we will give ere the Day's End,
agony till the World's End! Our word hear,
Eru Allfather! To the everlasting-darkness
doom us when fails our deed.
On the holy mountain hear our witness
and our oath remember, Varda and Manwë!","by Milan Rezac
",1
elvish_60,Olorenyallo,"Olorenyallo

Hlaren quen i taurissen, láma i aurello íre omentánelme. Tennoio aiwi liruvar i herin olórenyaron, vantarye imbe laiqua narasse ar lótearwa peler. Avantielme ter tarsaye auri, voronnelme morne lendi ar únótime harwi. A eldava venda mírihendea, á larta, úvan cuina eressea. Áva hehta ni, antuvan len hína, ar már nilda. Vestan tyen, melme úva sinta ar estel lohtuva tavinya. Áva tulta i móre, melnenya.",Out of my dreams.,"« Out of my dreams.

 I hear someone in the woods, an echo of the day we met. Forever birds will sing for the lady of my dreams: she walks between green pasture and flowery field. Having traversed troubled days, we endured dark journeys and countless wounds. O Elfin maid with crystal eyes, wait, I won't live alone. Don't forsake me, I'll give thee a child, and a friendly home. I swear thee, love won't fade and hope will blossom anew. Don't summon the night, my love. »

 ","Quenya Prose Fragment
by Didier Willis, translated from Sindarin to Quenya by Sébastien Bertho",1
elvish_61,Ring Poem,"Neldë Cormar Eldaron Aranen nu i vilya,
Otso Heruin Naucoron ondeva mardentassen,
Nertë Firimë Nérin yar i Nuron martyar,
Minë i Morë Herun mormahalmaryassë
Mornórëo Nóressë yassë i Fuini caitar.
Minë Corma turië të ilyë, Minë Corma hirië të,
Minë Corma hostië të ilyë ar mordossë nutië të
Mornórëo Nóressë yassë i Fuini caitar.",Ring Poem,"Three Rings Elves-of Kings-to under the sky,
Seven Lords-to Dwarves-of stone-of halls-their-in,
Nine Mortal Men-to which the Death-of destine,
One the Dark Lord-to dark-throne-his-on
Mordor-of Land-in which-in shadows lie.
One Ring to-control them all, One Ring to-find them,
One Ring to-gather them all and darkness-in to-bind them
Mordor-of Land-in which-in shadows lie.","Ring Poem
by Maciej Garbowski",1
elvish_62,Rómen,"Senda: Rómenna i eleni nurrir ar Cúma lussa anquildessë.
Nan Andondi eäntë tápinë,
ar tára rahtar i oronti
i rénassë Ambarwa.

i minya tércano er rama;
óma tindómessë.
Nárë urya Andondi pella
ar i eleni tintilar

Úr lilta ortonnar
an Amaurëa túla
ar linderya lamë imbë i aicassi.

Sín Andondi pantar,
ar et i alcarë lutta.
Arien Hendunárelíva wíla
ter i calima mistë lírala,
ar linderyanen i móre ná rácina.

Úrin ná Rómen: Andondi urya
aire úrenen; cuivana laurelótello.
Rombar tambinë tulta Ancalimë
ar utúlie'n aurë.
 ",Romen,"Tranquil: Eastwards hum the stars and the Void whispers silently.
But the Gates are closed,
and tall soar the mountains
at the edge of the World.

The first herald calls alone;
A voice in the twilight.
A flame burns beyond the Gates
and the stars tremble.

Fire dances upon the mountaintops
for Dawn is coming
and her song rings about the peaks.

Now the Gates open,
and forth the glory pours.
Arien fire-eyed is riding
through the bright rain singing,
and by her song the night is broken.

Incandescent is the East: The Gates burn
with holy fire; born of gold-flower.
Copper trumpets herald the Brilliant One
and the Day has come.",by David Chapman,1
elvish_63,The Epitaph of Beowulf,"equet néro    endoraranion
ammára lié,   annilda vëois,
amméla nër,   ammerëla alcarë",The Epitaph of Beowulf,"said-they was-he   world-kings-of
best people-to,   friendliest men-to,
most-loving man,   most-desiring fame-for.",Translated into Quenya by Julian 'Flammifer' Jarosch,1
elvish_64,kelevala,"Oiale enwina istar, oio tulka Väinämöinen
Marne lúmeryassen tiessen úvie nórer Väinöläo,
Tiessen nórer Kalevalo, lirines linderyar lienna

Lindanes laurie auressen, lirines móri lómissen
Ilye yáre quentaleron, ilye te núre yesseron
Yaron híni umir linda, yar ilye neri lá hanyar
Púrea randa sinasse, quélala ména sinasse.",The «Kalevala» Fragment ,"Everlastingly old wise man, ever steadfast Väinämöinen
Lived in his times in those abundant lands of Väinölä,
In those lands of Kalevala, chanted his songs to people.

He sang in golden days, he chanted in dark nights
Of all ancient histories, of all those deep beginnings
Of which children don’t sing, which all men don’t understand
In this discoloured age, in this failing region.",by Petri Tikka,1
elvish_65,,,,,,
elvish_66,,,,,,
elvish_67,,,,,,
elvish_68,,,,,,
elvish_69,,,,,,
elvish_70,,,,,,
elvish_71,,,,,,
elvish_72,,,,,,
elvish_73,,,,,,
elvish_74,,,,,,
elvish_75,,,,,,
elvish_76,,,,,,
elvish_77,,,,,,
elvish_78,,,,,,
elvish_79,,,,,,
elvish_80,,,,,,